,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.173205157626689,0.0644139604338695,0,0.756287608734757,-0.654239293282101,0,0.654239293282101,0.756287608734757,0,0,0,1.00000000000000,60.01978789667727,-100.88178217929408
1,0.168221274873319,0.184075462717619,0,0.973830442126051,0.227275757591037,0,-0.227275757591037,0.973830442126051,0,0,0,1.00000000000000,71.86345969762566,-58.72672262051941
2,-0.00437666936653825,0.0531785931994534,0,0.688627434445904,-0.725115340155242,0,0.725115340155242,0.688627434445904,0,0,0,1.00000000000000,121.82625698666459,-168.30470060526233
3,0.00769631362201166,0.251570306146934,0,0.573463850828692,0.819230865991222,0,-0.819230865991222,0.573463850828692,0,0,0,1.00000000000000,111.74154022029153,-56.73366577871313
4,0.0450171714454475,0.00300066528620467,0,-0.999838820949647,0.0179536102781561,0,-0.0179536102781561,-0.999838820949647,0,0,0,1.00000000000000,0.2938529555964742,178.6774256784043
5,-0.186954286762516,0.0614511979447324,0,-0.782124083113579,-0.623122715533420,0,0.623122715533420,-0.782124083113579,0,0,0,1.00000000000000,124.34944671495681,94.19508531639858
6,0.0116837493235624,0.0443095260836391,0,-0.0346883457922872,-0.999398178238381,0,0.999398178238381,-0.0346883457922872,0,0,0,1.00000000000000,84.48890578817924,-176.4768004024494
7,0.0552583729923471,0.0901937412188407,0,0.817239458834230,-0.576298244769438,0,0.576298244769438,0.817239458834230,0,0,0,1.00000000000000,105.0378294574484,-140.22842931195282
8,-0.204389421514392,0.192961803803512,0,-0.846289259500632,0.532723651862644,0,-0.532723651862644,-0.846289259500632,0,0,0,1.00000000000000,128.55317342002195,19.257160185596366
9,-0.230117370693978,-0.0897660967447499,0,-0.545593323817000,-0.838050073090097,0,0.838050073090097,-0.545593323817000,0,0,0,1.00000000000000,176.24707835570453,60.68770301031686
10,0.165926182469216,0.158037963396128,0,0.999993234660398,-0.00367840093441060,0,0.00367840093441060,0.999993234660398,0,0,0,1.00000000000000,73.83852099842795,-74.0492783226085
11,0.116054485978904,0.0255693702774605,0,0.259364053722911,-0.965779626848909,0,0.965779626848909,0.259364053722911,0,0,0,1.00000000000000,59.02044891236442,-133.98811821425792
12,0.0383597682536313,0.0484104783837736,0,0.244910236809076,-0.969545757510249,0,0.969545757510249,0.244910236809076,0,0,0,1.00000000000000,86.88346904635607,-162.70693997938696
13,0.0261877247977185,0.135482078337680,0,-0.928754013567358,0.370696617576319,0,-0.370696617576319,-0.928754013567358,0,0,0,1.00000000000000,33.47038992504865,124.77102417185662
